logme r1 gpat logag y
-7.712535 0.03636363 0.4830892 -0.131094 -0.01076557
-4.215042 -0.2036199 1.218777 -0.03347672 -0.07256572
-5.031377 0.05321739 0.1245895 -0.2361798 -0.002245995
-7.487202 0.1309524 0.5339305 -0.06239781 0.02659794
-5.82333 -0.03021739 0.4030467 -0.1632579 0.03716127
-6.800291 -0.04658537 0.2936289 -0.07042466 0.09212441
-6.665156 -0.1212121 0.3907998 -0.09601469 -0.1021692
-5.337586 0.1619048 0.3524565 -0.1028935 0.03930031
-5.293476 -0.006060606 0.1316055 0.120249 0.02111849
-6.2951 -0.1033044 0.2107936 -0.06245363 -0.05031008
-5.654839 0.02616822 0.2768606 -0.06770031 -0.07596889
-8.800874 -0.0255591 0.5336341 -0.145913 0.02267612
-5.669053 -0.1940299 0.1473298 -0.1495787 -0.03763151
-5.025007 -0.1023256 0.5617427 0.06552044 0.02649483
-4.31906 0.04166667 0.3379797 0.01999684 0.03546632
-6.531349 -0.0237467 0.5362127 -0.1703415 0.01019066
-7.408468 0.1145865 0.5056759 -0.1532262 -0.01840041
-7.95692 -0.1547244 0.2900604 -0.0454017 -0.009969591
-7.59516 -0.004424779 0.6372165 -0.1439409 0.02992906
-7.773815 -0.09574468 0.1160782 -0.0831136 -0.04684267
-4.478881 0.07070707 0.52251 -0.1330037 0.1624228
-5.857912 0.04102564 0.2929322 0.01970702 0.002936673
-4.926463 -0.08121827 0.2933937 -0.04329092 0.01642365
-8.515455 -0.1343284 0.323161 -0.1209835 -0.005197299
-7.505575 -0.01694915 0.5129523 -0.08159782 -0.01888151
-4.498822 -0.09047619 0.03334462 -0.09826565 -0.0008902415
-6.498003 -0.164557 0.3127993 0.1030462 0.1319881
-5.241118 -0.09079754 0.6799473 -0.1301133 0.01546877
-6.028104 0.07058824 0.09013488 -0.09755201 0.04010583
-6.977424 -0.06132076 0.1965237 -0.1240608 -0.08554818
-5.418305 -0.006802721 0.3468484 -0.1267193 -0.01401664
-7.519503 -0.02207207 0.488768 -0.08584602 -0.003380394
-7.154908 -0.02459016 0.7230799 -0.05947016 0.09311849
-5.201184 -0.1829268 0.3628298 -0.1355338 0.01060302
-5.777871 -0.02962963 0.1827106 -0.1772877 -0.008377912
-5.015757 0.0978125 0.4729056 -0.1724577 0.02996805
-4.244989 -0.09023256 0.8699701 -0.2623489 -0.07888151
-6.135369 0.03069307 0.1904178 -0.05791941 0.02635409
-7.702014 0.03229508 0.3279245 -0.07090754 0.145582
-7.124419 -0.03793104 0.218766 -0.1388761 0.004507196
-6.107379 -0.01587302 0.07237354 -0.08674999 0.005493491
-6.849037 -0.08167771 0.2832194 -0.1014031 -0.05149562
-6.140667 -0.1627219 0.02523507 -0.1055791 -0.04073718
-7.347321 0.02030457 0.06920698 -0.1072115 0.004538179
-6.323501 -0.05606061 0.3125561 -0.06170544 -0.0007793195
-4.47365 0.02739726 0.5091026 -0.1008423 0.08759736
-6.770347 -0.0589372 0.3157793 -0.07228822 -0.02980743
-4.704227 0.06694561 0.06247992 -0.149706 0.1152889
-7.91208 -0.01585455 0.4894032 -0.1459352 -0.02204698
-5.87351 -0.06529412 0.3046014 -0.06994095 0.004497993
-7.859652 -0.1691729 0.2451087 -0.2189967 -0.05380008
-6.119075 -0.03703704 0.09528707 0.0001820462 0.002825809
-8.246778 -0.04524887 0.909627 -0.1393479 -0.05896809
-8.642702 -0.1003953 0.4231103 -0.315167 -0.04228731
-5.850275 0 1.009063 -0.1088828 0.05569296
-6.991483 0.08426966 0.5713556 -0.1428125 0.1051676
-7.111517 -0.119469 0.2740842 -0.4532774 -0.135008
-9.691893 -0.0990099 0.3892152 -0.1620801 -0.04194457
-7.699132 0.1067308 0.3246002 -0.1915804 0.004725049
-4.540418 0.01621622 1.029767 -0.1340169 -0.0722881
-6.349356 -0.08391608 0.2641769 -0.04530434 -0.1272686
-5.720207 0.05072464 0.1034976 -0.126397 -0.06285098
-7.253293 -0.03474178 0.329957 -0.2571003 -0.09814757
-5.981293 -0.0940171 0.4430188 -0.01719781 0.06799349
-6.495978 -0.02857143 0.3751962 0.2539516 -0.01665929
-6.616292 -0.06666667 0.1223875 -0.04637308 -0.03948757
-4.797331 0.02192983 0.2921794 -0.2881538 -0.059599
-6.425636 -0.02150538 0.2956729 -0.1315588 0.0103658
-5.131753 -0.04162896 0.05430895 -0.07610197 -0.0295423
-5.010719 -0.02088167 0.3748058 -0.00105084 -0.03506333
-4.869914 0.01036269 0.04155042 -0.1386308 0.0420609
-6.617034 -0.04716981 0.4702593 -0.2728805 0.07823561
-6.68153 -0.1428571 0.08650252 0.0189823 -0.05755798
-4.676908 -0.275642 0.5756848 -0.04660312 -0.07704102
-5.653627 -0.0152381 0.3641231 -0.05296954 -0.03602437
-5.883774 -0.01075269 0.2869855 0.03727715 0.05657948
-6.489086 -0.02459016 0.5016214 -0.2620385 0.001278491
-7.15554 -0.004799996 0.1478977 0.1770116 0.026169
-6.358527 -0.2119658 0.3716353 0.07619643 0.04968992
-6.181072 -0.04797048 0.3088723 0.01983711 -0.1949378
-5.056684 -0.2325203 0.3276748 0.03185394 0.08778516
-4.562904 0.05426357 0.3520285 -0.01609825 0.07423324
-5.42576 0.01538462 0.5389783 -0.02916331 -0.04658985
-8.201404 -0.05333334 0.4566984 -0.1763654 -0.0674891
-7.16905 0.05460751 0.3034518 -0.1542686 0.0746925
-5.784855 -0.06493507 0.2697968 -0.04466623 0.08794775
-4.565506 -0.03603604 0.3133399 -0.1280645 -0.07366412
-5.955992 0.01304348 0.4401735 -0.09075633 0.05175916
-8.470749 -0.009661836 0.2344427 -0.118212 0.04312806
-6.467321 0.1333333 0.2488546 -0.08005276 0.09254707
-5.063117 0.09756097 0.004949851 -0.1457256 -0.08698962
-4.225112 -0.05555556 0.4388249 -0.1394386 -0.04586715
-7.238326 0.06342593 0.6009083 -0.054328 -0.02900682
-6.358405 0.01960784 0.2104122 -0.005002754 -0.1188815
-7.893328 -0.07878788 0.08823742 -0.10632 -0.05416241
-5.954961 -0.09677419 0.327584 -0.1309244 -0.08692073
-5.083371 -0.04 0.07336438 -0.1380608 -0.07503536
-5.518158 -0.1666667 0.1629243 -0.2290102 -0.1931672
-8.504498 0.02731343 0.1574371 -0.06897683 0.02504006
-5.979503 -0.03773585 0.0489978 -0.02953235 -0.1788815
-5.728528 -0.03809524 0.7517629 -0.1325038 -0.04823931
-5.704732 -0.03525424 0.4119375 -0.1290595 0.04611849
-4.83091 -0.03605442 0.400494 0.03900758 0.02111849
-5.366921 -0.03888889 0.4272042 -0.1043668 0.0301275
-4.677726 -0.1658182 0.2578078 -0.004847574 -0.03443707
-6.147074 0.05151515 0.08253712 -0.1449607 0.2160067
-6.404674 -0.06857143 0.2961661 -0.09785258 0.0446479
-7.152915 -0.05343916 0.1714353 -0.09982482 -0.1054638
-5.173732 0.02255639 0.114476 -0.1276947 0.005733876
-5.473893 0.0283237 0.2445308 -0.1163669 -0.09599862
-5.541264 0.1105263 0.1897956 -0.1279006 0.1311185
-4.462437 -0.1320312 0.1538376 -0.05081646 0.05735037
-6.136491 -0.01859778 0.6277105 -0.05660981 0.02111849
-4.868758 -0.007936508 0.775833 -0.04286509 -0.05699175
-5.488021 0.03925926 0.3064508 -0.3093471 0.1975891
-5.824451 -0.0441989 0.148237 -0.07100683 -0.07517781
-7.017798 -0.08666667 0.2341668 -0.09380911 0.008603148
-8.578375 -0.03688761 0.4188729 -0.2713784 -0.04367024
-6.44711 0.0210084 0.2365747 -0.002363566 -0.04497593
-7.07099 0.0325 0.1611268 -0.1736449 0.1950315
-5.410262 0.1411765 0.2209579 -0.01653608 0.06084452
-6.562668 -0.06642067 0.3719131 -0.08412147 -0.01002338
-7.622452 -0.09055375 0.2327701 -0.07054161 -0.03039666
-8.53791 -0.1068966 0.3103703 -0.2406706 -0.0598784
-8.861363 -0.006968641 0.4044963 -0.07652117 0.0003572445
-7.185402 -0.07272727 0.08447874 -0.08435141 -0.02274116
-7.185935 0.0125 0.1261511 -0.1449724 -0.03732307
-6.909117 -0.07142857 0.1379384 -0.05866416 0.02358763
-4.410067 -0.03591837 0.4231726 -0.1003313 0.05626849
-4.876997 0.009642864 0.309871 -0.08025862 0.04864143
-5.731163 -0.07185629 0.0999894 -0.1128707 -0.04033402
-8.251523 -0.1489011 0.4894604 -0.09820728 0.04762451
-5.185121 -0.0952381 0.3223515 -0.09486327 -0.02235977
-7.777929 -0.0912 0.3625214 -0.07281579 -0.02957275
-7.643846 -0.1528926 0.3816091 -0.03357224 0.05581383
-5.281497 -0.1122995 0.03188179 -0.09142323 -0.01253536
-4.170267 0.05384615 0.4337274 -0.1824839 0.07591301
-4.524876 0 0.04066109 -0.06454161 0.05587026
-4.177732 -0.04 0.03719093 -0.1607531 0.08009285
-5.84316 0.02252252 0.8216131 -0.08481864 -0.02975709
-4.484671 -0.1174089 0.04158304 -0.08603977 0.05720545
-7.308708 -0.1278196 0.1523479 -0.1990629 0.01436173
-7.93381 -0.103125 0.5726764 -0.1280225 0.0612331
-8.85888 -0.0438488 0.7625963 -0.1510313 0.0045622
-5.394786 0.01694915 0.1708659 -0.08108298 0.04267022
-6.152731 0.03611111 0.2489011 -0.1969642 0.02111849
-4.809067 -0.007142857 0.624507 -0.2035617 -0.004886237
-5.508183 0.05579399 0.4407062 -0.04512468 0.02293667
-4.430201 -0.2183099 0.03007095 -0.04270924 -0.08408382
-5.205558 -0.03658536 0.6759133 -0.1375703 0.1034714
-4.582234 -0.2 0.01423371 -0.1101009 -0.3288815
-5.77078 -0.09473684 0.2470833 -0.1585644 0.06265695
-6.932253 -0.01357466 0.3463402 -0.07939661 -0.04218508
-4.66328 -0.1081159 0.6054642 -0.1353993 0.02774101
-4.285073 0.0005333403 0.1572671 -0.01059735 -0.04194457
-4.892422 -0.07518797 0.1001129 -0.09321315 0.04209751
-5.564476 -0.05545064 0.2015294 -0.1817626 -0.02396348
-6.348162 -0.08 0.1095316 -0.1587649 0.01318198
-7.248227 -0.06771242 0.3431118 -0.06449409 -0.04099331
-6.936616 -0.131783 0.07095569 -0.1283202 -0.00984042
-5.967577 -0.1860465 0.08132927 -0.01015993 0.07994202
-6.788828 0.09055556 0.4258966 0.002827808 -0.04105767
-8.759241 -0.1083124 0.5835479 -0.09794897 0.02572679
-5.523159 -0.04347826 0.08696359 -0.01827722 0.02111849
-6.480915 -0.04464286 0.106531 -0.09710687 -0.004522535
-5.562306 0.003809524 1.162018 -0.1727505 -0.01771646
-4.183789 0.2428571 0.03093938 -0.9908188 -0.09208906
-6.482871 -0.1680402 0.3886621 -0.09383971 -0.08710662
-4.267794 0.07692308 0.3729248 -0.08097722 -0.01929817
-4.56161 0.06882591 0.2764355 0.07006606 -0.05105543
-4.611391 -0.02702703 0.4176777 -0.1079593 0.07006586
-8.756917 -0.07198748 0.6095869 -0.09192471 0.01907469
-4.807772 0.1681416 0.7880658 -0.1699689 0.03771423
-4.438106 -0.03 0.4289019 0.005777911 -0.01771646
-7.621029 0.075 0.593596 -0.1039242 -0.08081201
-4.605269 0.004587156 0.03531564 -0.05896515 0.1029618
-6.821324 -0.1171784 0.788111 -0.07997581 -0.02793811
-6.13371 -0.05357143 0.07678707 -0.1316241 0.01264391
-5.187453 -0.07213115 0.3058704 -0.08658323 -0.02964604
-4.308891 -0.01886793 0.3487666 -0.03044059 -0.05073336
-5.799626 -0.03440367 0.5730061 -0.1069936 0.01888635
-6.276673 -0.04166667 0.08797724 -0.1328499 0.02911849
-4.631337 0.04411765 1.103636 -0.1693077 0.03373387
-5.00471 -0.003311258 0.7427427 -0.4159183 -0.1075944
-6.919964 -0.08333334 0.07699992 -0.1439275 -0.05080459
-4.700033 0.07478261 0.3395212 0.01990151 0.04492801
-7.1717 -0.02752294 0.6203855 -0.05931196 0.03397563
-6.145249 -0.07563025 0.09532166 -0.08810001 -0.01294401
-4.714296 -0.2424243 0.6124467 -0.1227082 -0.1413713
-6.970578 -0.06535948 0.07877443 -0.1507868 0.01498352
-6.693353 -0.1327434 0.08220301 -0.1442504 0.02111849
-6.955395 -0.06060606 0.07533911 -0.1178025 -0.0003100815
-4.551606 0 0.2959298 -0.9327109 0.03338843
-4.184539 0.005714286 0.3531832 0.0121733 -0.02370909
-7.225452 0.01956284 0.3426965 -0.2295343 0.009945307
-6.98315 -0.04166667 0.2444262 -0.08975536 -0.03241997
-7.164016 -0.05415929 0.1688482 -0.224039 0.08949456
-7.003292 -0.02390438 0.2246768 -0.1558865 0.001663239
-7.176754 -0.03504673 0.4694349 -0.03127434 0.08533867
-6.542383 -0.06273683 0.09658643 -0.181805 -0.009493754
-5.353911 0.05645161 0.2376396 -0.02814015 0.1356484
-7.1912 -0.1052632 0.09315777 -0.08531949 -0.05731288
-6.394121 -0.109375 0.1112032 -0.1033171 -0.02301296
-6.464716 -0.05391305 0.1376942 -0.07361304 0.004169338
-6.340059 -0.06301887 0.1226903 -0.1065711 0.01202758
-4.522878 -0.05940594 0.08767728 -0.04333642 -0.04430207
-6.828904 -0.03864734 0.3971839 -0.05075252 0.02856035
-4.246502 0.007361963 0.3431357 -0.02279805 -0.0480639
-5.565353 -0.05697842 0.05222821 -0.06694543 -0.02026082
-7.332592 -0.06040268 0.1009384 -0.09683655 -0.03660303
-6.689894 -0.1125828 0.1051792 -0.1079851 0.003261347
-5.17325 -0.1217949 0.03760918 -0.08688809 0.005918491
-8.840455 -0.03552632 0.2773752 -0.1858678 -0.08975571
-5.572529 -0.0942029 0.1299963 -0.1092918 -0.02894774
-4.971219 -0.0979021 0.05377994 -0.2244829 -0.02463314
-7.074806 -0.05357143 0.115008 -0.1385984 -0.03820354
-5.451117 -0.110687 0.1349038 -0.1125314 0.01604632
-7.6449 -0.1418919 0.2211879 -0.09137291 -0.02621879
-6.646413 -0.03448276 0.132196 -0.04310861 -0.03545294
-4.636228 0.03286385 0.5250027 -0.05744997 -0.02257083
-6.688925 -0.05084746 0.4365096 -0.0399279 0.004989459
-5.857977 -0.07446808 0.09642398 -0.09992313 0.02111849
-7.303661 -0.08910891 0.07428089 -0.1203666 -0.03051787
-6.063207 -0.07943925 0.4167885 -0.06603514 -0.00940819
-5.645327 -0.1076923 0.3620752 0.4756416 -0.005430181
-5.551405 -0.05333334 0.1322802 -0.09530728 -0.01432455
-6.222886 -0.08695652 0.1017612 -0.07453784 -0.01888151
-7.913371 -0.0557037 0.1135091 -0.2210039 -0.03685253
-5.141127 -0.08607143 0.1265402 -0.04443286 -0.05515269
-6.893121 -0.1308725 0.1218603 -0.1094672 0.01815113
-6.942754 -0.12 0.09122492 -0.07632222 -0.008293274
-6.666167 -0.01916167 0.09745033 -0.181742 0.002936673
-7.162859 -0.03452991 0.1105518 -0.1221296 0.0168812
-6.733693 -0.1160221 0.1191951 -0.07324211 -0.03650527
-5.384351 -0.1088571 0.1217778 -0.0251134 -0.03186164
-5.894978 0.1166667 0.08146718 -0.1068258 0.006778864
-6.827661 -0.0876923 0.2523149 -0.07557503 -0.07960093
-4.66454 -0.0784 0.165438 -0.05362146 -0.02951442
-5.545865 -0.06666667 0.1110111 -0.1210978 0.008896267
-5.563219 -0.1895111 0.1916738 -0.117885 0.1003638
-5.094784 -0.01457143 0.4846542 0.03400687 0.09306094
-5.342028 -0.1375 0.09049776 -0.06299458 -0.02283755
-7.074419 -0.03508772 0.06702478 -0.1243687 0.01162697
-5.59613 -0.14 0.09314661 -0.08997288 0.05620621
-5.278966 -0.08208955 0.1070495 -0.1503685 0.01422194
-6.650756 -0.1076923 0.1235124 -0.07055595 -0.05031008
-5.890893 -0.1835583 0.110897 -0.1010684 -0.03770504
-6.1797 -0.05555556 0.1143568 -0.05948349 0.01234656
-5.957164 -0.05543478 0.1716408 -0.1930551 0.06823891
-5.922082 -0.096 0.07624949 -0.1479071 -0.01537786
-6.55319 -0.05017921 0.6174494 -0.1647877 0.009514395
-4.56317 -0.0298913 0.3597457 -0.1279544 0.04486519
