logme r1 gpat logag y
-7.687098 -0.006024096 0.1291576 -0.1182864 -0.01624678
-8.376681 -0.0774359 0.3041437 -0.1156011 -0.09638751
-7.198794 -0.1025641 0.1306674 -0.1242867 -0.01434663
-6.500411 0.02461539 0.16504 -0.07183906 0.004989459
-7.582638 -0.09326425 0.245234 -0.096404 -0.007317527
-7.4633 -0.09375 0.6406716 -0.02753921 0.03826135
-4.306073 -0.04 0.0919988 -0.1199146 0.0288108
-5.24866 -0.1421277 0.3816518 -0.1243428 -0.04327545
-7.365507 -0.01571429 0.2813758 -0.1443727 -0.07263151
-4.768886 -0.1069182 0.7567842 -0.3621214 0.1858912
-4.648009 -0.1175 0.1388796 0.01106525 -0.05580459
-6.604089 -0.1228169 0.2736484 -0.2196874 0.08187798
-6.628611 0.0221514 1.354367 -0.05279063 0.03111849
-6.621436 -0.02268041 0.3496528 -0.02122864 -0.06051416
-5.845742 -0.009361703 0.1148818 -0.08008874 -0.02235977
-5.192573 -0.0673077 0.2198321 -0.8209703 -0.09059322
-5.361107 -0.05122807 0.2860469 -0.1014849 -0.03820354
-8.20233 -0.07763975 0.3909295 -0.2430998 -0.11721
-5.381343 -0.09294117 0.08168042 -0.106685 -0.006659287
-6.60211 -0.08380952 0.1013827 -0.114125 0.009754854
-7.675638 0 0.4900667 -0.157403 0.026613
-7.292178 -0.0625 0.577651 -0.219633 0.03469315
-7.172541 -0.01832512 0.1878404 -0.1506053 0.01131457
-6.409285 -0.09607843 0.1011307 -0.09476705 0.002599972
-5.315748 -0.0521978 0.02545319 -0.1120812 -0.04415566
-5.353004 -0.0679452 0.1396433 -0.1458843 0.00138165
-4.938824 -0.1537255 0.04388243 -0.04155863 -0.01336427
-6.167516 -0.1843575 0.5632873 -0.2253738 0.1118732
-5.832972 -0.05978261 0.1113642 -0.07251917 -0.07631741
-6.414205 -0.07746479 0.2612791 -0.09838874 -0.005371575
-6.338627 -0.1458333 0.07807979 -0.1078341 -0.03924515
-6.80491 -0.05806452 0.2525035 -0.1181624 0.1064843
-4.879359 -0.08796296 0.3913222 -0.09482135 0.1483912
-5.721924 0.0210084 0.1665032 -0.1604674 -0.03038366
-6.005189 -0.05050505 0.1051315 -0.1153415 0.05082146
-5.913585 -0.006578947 0.3711482 -0.1369113 0.04072633
-4.252886 -0.255814 0.1062689 -0.2204752 -0.05295558
-6.803169 -0.0372093 0.4015391 -0.2050516 0.04802432
-5.115626 -0.1372549 0.2171138 -0.1379513 -0.0375022
-5.132298 -0.1451613 0.6614302 -0.2500366 -0.03962094
-6.839233 -0.05102041 0.4379821 -0.03547749 0.02208936
-6.08034 -0.05660377 0.08562079 -0.1226219 -0.05031008
-6.627916 -0.05 0.5429149 -0.6303573 -0.04237358
-6.777577 -0.08088236 0.181836 -0.04178541 -0.08772505
-5.745448 -0.1016949 0.08908561 -0.1456678 -0.03088151
-5.483909 -0.1454545 0.561416 -0.1191898 0.2645047
-7.133091 -0.03448718 0.4161051 -0.3259757 0.04604061
-5.259187 -0.06802721 0.5352106 -0.7137075 -0.06168406
-5.022359 -0.01716738 0.09548897 -0.1041543 0.04559106
-6.258528 -0.1598246 0.2489304 -0.5523457 -0.161391
-6.355851 -0.01473684 0.5430382 -0.05814859 -0.01177625
-5.650847 -0.04411765 0.4465778 -0.05076965 0.03696356
-4.902686 -0.03529412 0.2282841 -0.03434075 -0.01751787
-4.428194 0 0.2799669 -0.08840709 -0.0531188
-6.825769 -0.5929204 0.5044826 -0.2447732 0.04334071
-5.291544 -0.06422018 0.6220368 -0.2132911 -0.1081918
-5.879571 0.1436782 0.2825054 -0.03454721 0.1889037
-7.682851 -0.1315436 0.2413177 -0.1821648 -0.0863442
-7.487151 -0.02307692 0.0666061 -0.03438657 0.02863729
-5.551942 0.1030928 0.07089474 -0.02865189 -0.07888151
-4.161614 -0.05292308 0.3421838 -0.01806081 -0.0303521
-5.6206 -0.01108434 0.5952142 -0.01526853 -0.05549441
-6.961975 -0.01724138 0.5972081 -0.1362322 0.1453558
-5.52609 0.025 0.3177359 0.06889831 0.1185544
-7.035706 -0.05462185 0.6156635 -0.4297274 0.01187546
-6.313762 -0.05561497 0.2032227 -0.1002201 0.01086208
-6.945804 0.03240741 0.3641092 -0.1329137 -0.04108247
-6.805936 0.01016949 0.4049417 -0.1653492 0.03783082
-5.633798 0.009467455 0.1482921 -0.2291952 0.08819166
-7.707252 0.05361702 0.3732383 -0.1342171 0.04148048
-4.359014 0.08045977 0.6873156 -0.04703271 0.006118487
-7.77152 -0.05652174 0.1866716 -0.296336 0.01535717
-8.39385 0.05205674 0.7755767 -0.2623574 0.04187321
-7.477038 -0.03809524 0.1847764 -0.1188449 -0.01466132
-6.554326 -0.02976191 0.4893827 -0.1140414 -0.01981718
-6.643321 -0.0675 0.4518631 -0.1077951 0.01520133
-6.046052 0.1805244 0.4428862 -0.1638332 0.09519257
-6.388477 -0.06951871 0.7575812 -0.1816406 0.08641849
-7.279295 -0.07482993 0.1544009 -0.09384081 -0.006729609
-8.311874 -0.03266932 0.2319355 -0.1748282 0.0762366
-7.312166 -0.08993103 0.03883002 -0.07846434 -0.06221485
-4.469372 -0.02020202 0.4114702 0.002560837 -0.07789141
-4.896124 -0.1354167 0.104942 -0.07349402 -0.05741362
-5.707032 -0.06603774 0.3896469 -0.1244383 -0.02843106
-4.897069 0.05809524 0.2537566 -0.01980321 0.08522106
-5.693691 -0.02580645 0.4438856 -0.04074502 -0.01113957
-5.15296 -0.15625 1.128607 -0.06181205 -0.1410437
-5.905994 -0.05785124 0.304823 -0.07826845 0.01721224
-7.402992 -0.1122449 0.5991893 -0.1734608 0.007357023
-7.071359 -0.05358166 0.04806157 -0.03143959 -0.007530895
-7.16777 -0.06396826 0.2521945 -0.1428715 -0.08414467
-5.604006 -0.01408451 0.1864175 -0.03917392 0.06278516
-6.617366 -0.1628015 0.1908235 -0.1295205 -0.02972897
-4.853254 -0.1159799 0.03561261 -0.1559527 0.03487996
-7.471896 -0.03314917 0.6866072 -0.1185236 -0.0006206405
-4.334099 -0.1807229 0.1906974 0.02490799 0.02111849
-5.69875 -0.02019672 0.5024018 -0.07192708 -0.02418895
-4.263739 -0.08139535 0.326512 -0.08542031 0.03617226
-5.254969 -0.05042017 0.523944 0.1148442 0.08511849
-5.489313 -0.02542373 0.4385141 -0.231842 0.02111849
-7.505937 0.003921568 0.5358064 -0.1201121 0.02854423
-6.883946 -0.03459119 0.2011529 -0.05978998 0.03631606
-5.842972 -0.1730769 0.0147588 -0.08111385 -0.02806184
-5.153108 -0.09638554 0.3053801 -0.1664139 0.07606355
-7.372881 -0.05553264 0.5445606 -0.1331947 0.02767587
-4.283781 -0.04608 0.6373557 0.02793277 0.08313399
-5.233566 -0.1051502 0.03740655 -0.04837286 0.02173985
-4.273848 -0.0664311 0.2264403 0.0530156 -0.1026273
-5.273799 -0.06122449 0.1577635 0.008374425 -0.0009968925
-5.66501 -0.09982456 0.5124643 -0.2196712 -0.05518673
-5.125079 0.01428571 0.5702635 -0.1053381 0.03561124
-5.060996 -0.1067961 0.1286303 -0.06553371 -0.04028502
-4.766545 -0.06666667 0.2599894 -0.09897185 0.1350425
-5.969055 0 0.1493639 -0.1339813 -0.003881509
-4.215188 -0.2556863 0.2941678 -0.193151 -0.06549569
-6.027592 -0.03371601 0.3521661 -0.04360549 0.03405965
-4.167332 -0.1969697 0.3174676 -0.08284911 0.06890311
-7.571536 0.01716738 0.2166732 -0.08281012 -0.06237496
-5.160167 -0.07586207 0.3346304 -0.004918644 0.02111849
-4.879092 -0.08333334 0.5855085 -0.04246067 0.01342618
-6.450526 0.02179104 0.2078647 -0.06850738 -0.07503536
-5.053599 0.007518797 0.4685195 -0.1397416 -0.08115424
-6.747704 -0.005 0.5915902 -0.1375512 -0.05638151
-6.992884 -0.025 0.6007391 -0.2863276 0.07965508
-5.407746 0 0.5863704 -0.06254649 0.09056294
-5.190875 0.03125 0.1225616 -0.1064963 -0.04855893
-5.464532 -0.01381579 0.4243491 -0.1481145 0.404725
-5.616992 -0.04779412 0.1407976 -0.2078282 -0.08063589
-4.351774 0.04115942 0.6812915 0.02425679 -0.1880652
-4.74667 0.08571429 0.4661364 -0.1816806 -0.01825651
-8.531922 0.09562842 0.7133077 -0.2070142 -0.01972743
-6.122758 -0.1314433 0.5367534 -0.132509 -0.01806146
-7.737892 -0.04970179 0.4261311 -0.09009755 0.03914879
-5.161235 -0.1176471 0.03472544 -0.1354271 -0.05966812
-4.567663 0.05660377 0.01452659 -0.05969778 -0.2788815
-4.536632 0.06632653 1.178063 -0.08874714 0.03204745
-4.992695 -0.07086615 0.7597203 -0.07808302 0.103208
-7.261543 -0.1253133 0.2455781 -0.02367904 -0.04346948
-7.562007 -0.05497076 0.08860426 -0.1176003 -0.04138151
-8.110493 0.01226994 0.7424341 -0.1145771 0.04643495
-6.926182 -0.1086957 0.08577718 -0.1681104 0.03419039
-4.49956 0.02504505 0.09575898 -0.40379 -0.002137323
-7.893448 -0.01980831 0.557786 -0.2218312 -0.02290667
-5.026033 0.1679389 0.1530124 -0.145296 -0.04310169
-6.94967 0.07006369 0.3725666 -0.2094834 0.05741986
-7.18018 -0.07330827 0.3696125 -0.2066271 -0.1126843
-7.134706 -0.04494382 0.4745602 -0.02862663 0.05337655
-4.180377 0.09259259 0.6097397 0.0965806 0.01091441
-5.03016 -0.07594936 0.1166842 -0.102478 0.003471431
-4.776768 -0.02898551 0.3252059 -0.09787152 0.1139756
-7.712197 -0.1055276 0.4175589 -0.1851007 -0.09160878
-7.08799 -0.04224562 0.7956218 -0.1550965 -0.06051416
-5.72649 -0.06958678 0.2154046 -0.2373826 0.04057374
-6.529121 0 0.2892891 -0.2387969 -0.04322934
-4.721035 -0.015 0.3780076 -0.009688657 0.1639756
-6.522142 -0.1975524 0.4475898 -0.03653816 -0.04457494
-5.389356 -0.01923077 0.3878543 -0.2929831 -0.0826551
-4.158789 -0.2327044 0.03473873 -0.07237854 -0.004391714
-6.318791 -0.01113586 0.2637794 -0.09489616 -0.005313228
-5.291636 -0.05882353 0.3125896 -0.2074533 -0.07948757
-6.82832 0.01466667 0.1569743 -0.1280412 -0.006092393
-5.510743 -0.1875132 0.2610749 -0.2578203 -0.0551147
-4.557308 -0.2716049 0.2765214 -0.1455437 -0.08567763
-4.435283 0.01395349 0.0332944 -0.09397239 0.1239487
-4.998495 0.06040268 0.8814527 -0.2534051 0.06397563
-4.841935 -0.1130435 0.6528832 -0.1235424 0.1313547
-4.255591 -0.04032258 0.63746 -0.2613672 0.005614615
-6.344552 -0.08196721 0.5472609 -0.1034453 0.121573
-4.633196 -0.04724409 0.3630557 -0.1581392 -0.03151309
-4.166146 0.006097561 0.5606545 -0.3885126 -0.04636617
-6.860518 0.04248366 0.5134184 -0.09436939 0.02862702
-4.882785 0.0105042 0.494764 -0.2651528 -0.07442291
-6.972902 -0.1115094 0.5477057 -0.06968023 0.02111849
-4.975681 -0.1291667 0.03990894 -0.2267523 0.01737317
-5.64992 0 0.4126697 -0.03002098 0.009118491
-4.337928 0.07432432 0.3757745 0.02302629 -0.1029691
-4.527681 -0.03076923 0.1266228 -0.1322505 0.101417
-4.914684 0.05172414 0.1179424 0.008274959 -0.05142513
-4.648021 0.08900524 0.241346 -0.1392188 -0.09957116
-5.089993 -0.0516129 0.1460774 0.05595655 0.08565837
-4.506475 0.09367521 0.5780498 -0.0388543 0.1163566
-6.067401 0.08333334 0.2398803 -0.4940736 -0.03342696
-4.729008 -0.09832133 0.4397686 -0.06278182 0.09535429
-5.315768 -0.03793103 0.6402926 -0.09664999 0.02111849
-8.151306 -0.15625 0.1063794 -0.4838708 -0.05996259
-4.300469 -0.09022556 0.3953584 -0.02493956 0.0281115
-4.398041 -0.07042254 0.1710312 -0.2942477 -0.03151309
-5.50874 -0.05494505 0.4189546 -0.04760596 0.09445182
-5.298898 0 0.8326458 -0.06083452 0.01140975
-4.573254 0.06756756 0.5508498 0.001751681 -0.08786702
-5.646854 -0.08739884 0.1040084 -0.2519105 -0.03352632
-5.4535 -0.03409091 0.2935572 -0.3239793 -0.06129909
-5.308504 0.04310345 0.05035438 -0.05672383 0.09769507
-4.485064 -0.1426471 1.093105 -0.09929497 0.04072633
-4.843151 0.09701493 0.580477 -0.1774197 0.1450854
-5.693194 0.06 0.4153555 -0.1757507 -0.03979337
-7.160454 -0.01492537 0.2654981 -0.04852689 -0.03402857
-4.836778 -0.03092784 0.2935714 -0.02247162 -0.04088151
-4.781268 0.03191489 1.009242 -0.5157778 0.01012948
-6.448516 0.111588 0.3590025 -0.2294318 -0.2011037
-6.906115 -0.02478689 0.2660171 -0.2086819 -0.03657382
-4.967676 0.05769231 0.03687848 -0.4730124 0.05683278
-4.51238 0.04444445 0.2556079 -0.3472585 0.02111849
-5.095705 -0.07936508 0.6232798 -0.1068876 0.09464791
-5.261228 -0.1208054 0.4948781 -0.1023609 0.08794484
-6.7548 -0.0875 0.2642096 -0.2259938 -0.1627896
-7.560514 -0.06629834 0.03293519 -0.1654207 -0.06437374
-4.473565 -0.1266667 0.04299482 -0.01334313 -0.05864483
-4.832692 0.02325581 0.05765816 -0.01908745 0.02111849
-6.107032 -0.05681818 0.4348245 -0.0297568 0.03294645
-4.919901 -0.02197802 0.2890834 -0.1137375 -0.1186665
-4.277971 0.08130081 0.04621749 -1.228928 -0.0850762
-5.639658 -0.05928854 0.4244542 -0.8921992 -0.09828449
-5.85628 -0.1813675 0.3622264 -0.2109616 -0.004336054
-4.312496 0.1164384 0.1866293 -0.2430833 -0.002137323
-7.025204 -0.0025 0.3316126 -0.1061522 0.01267967
-5.530744 -0.01016949 0.5597658 -0.06886304 -0.06277413
-6.844985 0.02922078 0.3473267 -0.133511 0.01108505
-5.023522 -0.04504504 0.2541877 -0.08178614 0.04698056
-7.02101 -0.008733625 0.4491457 -0.9469946 -0.1033837
-5.031489 0.055 0.8750522 -0.1382673 0.1692666
-4.453207 0.002619048 0.3145073 -0.1365257 -0.02924122
-7.013851 -0.1564114 0.1212999 -0.1094858 0.0001261235
-4.539943 -0.3082192 0.4497696 -0.3525207 0.1134745
-4.62 -0.0052 0.3302241 -0.1160043 0.03321526
-5.020166 -0.3815029 0.7321041 -0.7991894 0.04036535
-4.846154 -0.04166667 0.03347858 -0.1558929 -0.00138151
-4.269138 0 1.623238 -0.020785 0.05445183
-5.573489 -0.1055844 0.2889565 -0.2571412 -0.08476386
-4.422597 0.1140351 0.3123253 -0.1962555 -0.08383201
-6.047887 -0.1509434 0.4336898 -0.1805636 0.0025939
-6.126267 0.05664234 0.354129 -0.5604976 0.02111849
-7.786675 -0.03030303 0.5675591 -0.1759309 -0.01319524
-5.907685 0.01304348 0.199755 -0.1105672 -0.04231763
-4.605684 -0.08482143 0.04291919 -0.002022949 0.03785489
-5.102916 -0.1213592 0.04921107 -0.0757722 0.05159468
-6.083091 -0.05668016 0.6633517 -0.3812824 -0.0210271
-5.54894 0 0.9258999 -0.07186266 -0.02021484
-4.276029 0 0.3537584 -0.1667496 0.008288303
-4.420338 0.01376147 0.04244464 -0.02842221 0.06111849
-4.204892 -0.0720339 0.03439789 -0.3371949 0.05669161
-7.892879 -0.1443243 0.3739355 -0.1227596 -0.06241373
-4.407987 -0.09090909 0.7004802 -0.1888036 -0.004639084
-5.552979 -0.03286385 0.5836735 -0.1339328 0.01043667
-5.487304 -0.05468085 0.8118047 -0.096703 0.0262467
-4.945734 -0.107451 0.03812488 -0.1243985 -0.07411961
-4.67859 -0.032 0.04569539 -0.08969729 -0.02229236
-5.012049 -0.1109025 0.04048113 -0.03679276 -0.02508613
-4.758513 0.005524862 0.04355109 -0.1211668 -0.06332596
-6.210714 -0.05884058 0.2880589 -0.1261629 -0.01336427
-4.813708 -0.01860465 0.04154636 -0.08703302 0.03847009
-4.872393 -0.03960396 0.5519375 -0.1048755 0.0474042
-5.488585 -0.04926108 0.03204391 -0.2504433 -0.0248909
-5.709694 -0.01933884 0.8994029 -0.120267 0.004791961
-5.48922 -0.01892745 0.04797288 -0.04998463 0.08613397
-5.088207 0.02105263 0.0432515 -0.07690062 -0.06734029
-5.370126 -0.125641 0.5403543 -0.08724228 0.03261274
-5.092344 -0.08433121 0.04664862 -0.05045446 0.1550471
-5.291387 -0.1082089 0.03824224 -0.1386074 -0.1194876
-7.45266 -0.1073563 0.2966522 -0.08410189 0.08394571
-7.129103 0.1089878 0.4481744 -0.09821226 -0.02433606
-5.165457 -0.04545455 0.0462056 -0.2510281 -0.08224068
-4.977595 -0.03349282 0.7868459 -0.1169108 -0.03443707
-4.270983 -0.01403973 0.2334917 -0.1964349 -0.03480256
-4.973358 -0.07342857 0.421611 -0.1155912 -0.08626406
-4.483567 -0.07012048 1.006566 -0.05985326 0.02683278
-5.382065 -0.2083333 0.03624077 -0.1446457 -0.109916
-5.060239 -0.04081633 1.012873 -0.08253254 0.02765444
-5.797719 -0.01257862 0.1449122 -0.06803689 0.01490731
-5.298836 -0.1768868 0.1778062 -0.2099499 -0.1073664
-5.65275 0.01447369 0.2870879 -0.1357771 0.09494399
-5.432131 -0.1020408 0.1534557 -0.339006 0.02111849
-4.993588 0.08267716 0.1067821 -0.4292643 -0.00918454
-4.713168 0.06280194 0.6585079 -0.06123804 0.05720096
-4.266237 -0.01436464 0.29341 -0.08325051 -0.01184854
-6.641028 -0.1253919 0.167534 -1.088287 0.01393865
-4.337813 -0.0818792 0.5841538 -0.1148235 -0.08513151
-6.697916 -0.03962264 0.2436252 -0.1680428 0.02570565
-4.382776 -0.05263158 0.1023269 -0.05457695 -0.02888151
-6.620054 -0.05992509 0.1701423 -0.08822365 -0.1802949
-6.657964 -0.1377953 0.6076986 -0.07443089 -0.02386421
-5.478671 -0.1205418 0.6549882 -0.1282987 -0.01329446
-5.464166 -0.02 0.3111775 -0.1082095 -0.01025406
-5.247655 -0.300813 0.2159152 0.0831026 -0.06638151
-8.152557 -0.02954545 0.3365399 -0.1347664 -0.009786586
-6.090486 -0.04109589 0.6765443 -0.1586826 0.0470834
-4.280513 0.04166667 0.3480574 -0.003423012 0.02836487
-5.243888 -0.192053 0.1088574 -0.08289494 -0.01221484
-6.626707 -0.07139073 0.3341436 -0.1412578 -0.03807154
-6.51918 -0.09424084 0.03531813 -0.1479042 -0.0697906
-6.220125 0.01123596 0.0974839 -0.09055354 0.02111849
-4.571936 -0.06069652 0.3794245 -0.3060519 -0.02054818
-5.182176 -0.02419355 0.3052113 -0.08292875 -0.03431459
-4.671133 0.05803571 0.6430506 -0.03305853 0.05429385
-6.677156 0.05512821 0.2328347 -0.08549293 -0.01629647
-4.187531 -0.02630136 0.07985893 0.6559734 0.034632
-7.266725 0 0.4344327 -0.1141307 -0.06005034
-6.406504 -0.1007752 0.1414365 -0.02051913 0.02252694
-5.694272 0.01591398 0.645141 -0.09607964 -0.1876727
-7.411049 -0.06643274 0.1799582 -0.08247673 -0.00681447
-5.089308 -0.09525581 0.03476264 -0.005877115 0.0297765
-5.039191 -0.1409639 0.4372213 0.003862301 -0.02700985
-4.512022 -0.1363043 0.4964396 -0.05182646 -0.007867017
-6.88161 -0.05482518 0.6300795 -0.1723205 -0.06554818
-5.252369 -0.1824817 0.2899042 -0.08475997 -0.1578938
-4.363441 0.05240175 0.5085822 -0.1314216 0.1893213
-6.169246 -0.125641 0.3698798 -0.1449186 0.044107
-6.50647 -0.06818182 0.5175685 -0.1610683 0.08265695
-6.943222 0.02604027 0.1640335 -0.08552688 -0.02817729
-5.190303 -0.002739726 0.3542153 -0.01040959 0.0302928
-5.765769 0.02531646 0.5271879 -0.08986924 0.04293667
-6.105008 0.05681818 0.1645779 -0.2322684 -0.03623091
-5.14282 -0.3174603 0.6181695 -0.005053653 0.08858837
-4.898709 -0.01048218 0.0488007 -0.1179477 0.04601476
-4.272909 0.04761905 0.2079324 -0.04820552 -0.06221485
-5.796632 0.01986929 0.7410312 -0.1963489 0.0008482215
-6.877634 -0.06703911 0.5180708 -0.1436137 0.02687765
-6.83456 -0.03930131 0.1722675 -0.3139955 -0.03148655
-5.804936 -0.0126183 0.2567198 -0.5102605 -0.1128379
-4.883472 -0.08633093 0.6380756 -0.02195479 -0.005727147
-4.868446 0.25 0.1832352 -0.145432 0.02111849
-7.755818 -0.08192091 0.2864543 -0.4085346 0.08918132
-8.290708 -0.1792453 0.2580929 -0.05508057 -0.05088151
-5.6126 -0.01570681 0.4675058 -0.04462307 0.0324587
-7.40607 0.02970149 0.5584054 0.001436093 -0.009769539
-6.5522 -0.1089109 1.073643 -0.1367833 -0.02066722
-6.949856 -0.09803922 0.5548931 -0.1249894 0.003261347
-5.064457 -0.0009756096 0.5887423 -0.1187119 0.035203
-5.065652 0.1666667 0.2237971 -0.08737379 0.1263817
-6.785628 0.01069307 0.8302396 -0.1143093 0.005966975
-5.282432 0.1864407 0.5325773 -0.4585236 0.1617435
-5.425831 -0.05792 0.1081771 -0.1420456 -0.002319009
-6.632595 -0.01840491 0.5367631 -0.06743089 -0.02707428
-5.836815 -0.2296296 0.1930254 -0.08272477 -0.03309838
-6.01369 -0.01999999 0.6229151 -0.1087184 0.004725049
-4.764166 -0.06914893 0.5765813 -0.2586645 0.1156459
-5.253755 -0.06190476 0.3702897 -0.1736661 0.009882536
-7.578148 -0.01140684 1.031245 -0.1112281 -0.05580459
-5.977161 0.01081081 0.5312259 -0.02675271 0.05445183
-7.589158 -0.1684211 0.4490116 -0.119278 -0.05441021
-5.109323 -0.04655172 0.7250172 -0.07148479 -0.02846829
-6.164758 -0.06976744 0.8672021 -0.1218405 -0.07257716
-7.462178 -0.07425587 0.4436642 -0.2509952 -0.08182269
-5.240047 0.00456621 0.3319488 -0.1011557 -0.006404445
-5.492086 0.03797468 0.2142394 -0.07399739 0.1211185
-5.533931 -0.2357724 0.1525153 -0.7269471 -0.07098677
-5.304818 0.006 0.8286424 -0.09468611 0.1890017
-6.080869 -0.05298013 0.2361678 -0.1367611 -0.05460479
-6.916687 0.003496503 0.4998624 -0.1963698 0.03348691
-5.811635 -0.03191489 0.1724832 -0.201119 -0.06547945
-4.301494 -0.1375701 0.5213404 -0.1462346 -0.05326168
-4.919417 -0.06692913 0.4151879 -0.4084784 0.05801886
-6.150603 -0.03859649 0.2568354 -0.05476879 0.1042741
-4.514663 -0.04631579 0.1993716 -0.1620151 -0.02972897
-5.650659 0.04195804 0.4280725 -0.01378909 0.07297034
-4.238925 -0.1347305 0.03693809 -0.06091447 -0.0364013
-5.098646 0.01086956 0.08477854 -0.1746806 -0.01734305
-6.98816 -0.09 0.7614019 -0.1229372 -0.04832596
-5.229449 -0.1292147 0.113774 -0.1453848 -0.02650056
-4.931508 -0.0496732 0.2745071 -0.02575031 -0.02919597
-5.909275 0.0591133 0.4450597 -0.4876145 0.0472965
-6.37235 -0.2174359 0.3887054 -0.1501685 -0.005477254
-4.632686 -0.1620553 0.4180708 -0.05891199 0.08574434
-4.532499 0 0.5186532 0.209721 -0.07411961
-4.756895 0.01158301 0.6102581 -0.3122776 0.107056
-5.370871 0.03409091 0.4074828 0.01912827 0.09758908
-5.317013 -0.01085714 0.1456365 -0.0579472 0.050104
-4.932587 -0.06542056 0.6325924 -0.03977074 -0.07537273
-8.129563 0.01384083 0.2436465 -0.2765165 0.005258842
-5.009739 0.03070176 0.4215499 -0.2321972 0.04374293
-4.224671 -0.01992032 0.04233684 -0.07672577 -0.01013151
-6.313575 -0.03580952 0.7806796 -0.1982625 -0.085363
-7.51184 -0.02752294 0.02524561 -0.1633393 -0.01682794
-4.408382 -0.1455399 0.1267729 -0.1229013 -0.04281593
-4.605033 -0.033125 0.2471582 -0.09641913 0.01342618
-6.292144 -0.1020408 0.4147106 -0.01917221 -0.003572867
-5.596578 0.07489362 0.6538572 -0.02849709 0.1373976
-5.230105 0.04385965 0.2390664 0.1795675 0.07616436
-4.459381 -0.06590909 0.2950221 -0.165791 -0.08214238
-6.859264 -0.09160306 0.2391429 -0.1486754 -0.007552837
-5.809973 -0.06959707 0.8080819 -0.1429552 0.05536507
-6.321898 -0.000164975 0.2479572 -0.1332507 -0.03179156
-5.369921 -0.08409449 0.7722517 -0.1370601 0.04317731
-4.50349 0.01851852 0.2183644 -0.1894051 0.01482918
-4.248845 0.01724138 0.2118592 -0.2834436 -0.08239028
-6.412186 -0.124183 0.6808284 -0.2125807 -0.06027686
-5.679113 -0.1298701 0.3175092 -0.276913 -0.04175507
-4.69934 0.1013514 0.5805801 -0.2137455 -0.129859
-5.553695 0.1565217 0.3253821 -0.2283602 -0.1335207
-5.14151 0.05570371 0.5873129 -0.0898406 -0.01825159
-5.325686 -0.01376623 0.5379127 -0.254345 -0.0240428
-4.750328 0.03469388 0.8114434 -0.0374468 0.10714
-4.766147 0.01875 0.447524 -0.08070365 0.008046595
-5.746382 -0.0720339 0.2221886 -0.1660561 -0.0470238
-5.816104 0.02843602 0.3619873 0.03986218 -0.009125412
-6.194284 -0.07978723 0.3251999 -0.05650842 -0.03799481
-4.210025 0.203125 0.1312293 0.07786061 0.06033418
-5.206361 -0.09473684 0.0936807 -0.1347164 0.007656951
-4.414155 -0.06293707 0.2668588 -0.08027821 0.185329
-4.530511 -0.1951219 0.3956938 -0.04561547 -0.04520804
-4.387869 0.06755555 0.5537218 -0.006653839 -0.07488151
-5.320228 -0.08445378 0.5501252 -0.1202492 0.003574631
-5.226832 -0.05751634 0.1138158 -0.07673672 0.00201021
-6.848516 -0.08759124 0.1065253 -0.1288546 0.009843322
-6.890135 -0.1058675 0.1381661 -0.08264729 0.1331875
-4.651252 -0.04131868 0.5402985 -0.1005214 -0.0107964
-5.066997 -0.1506849 0.03849851 -0.1031634 -0.1020561
-5.897078 -0.07894737 0.3581931 -0.5849963 0.01916727
-4.257037 0.09799486 0.7654285 -0.9430063 -0.1283068
-7.989197 0.06393442 0.3281599 -0.2303236 -0.008653839
-5.322625 -0.001858736 0.353448 -0.09222788 0.09161942
-4.808461 -0.04621849 0.1125415 -0.2815787 0.04136141
-5.713423 0.07692308 0.05445544 -0.0402914 -0.08182269
-4.736692 0.02875 0.3566358 -0.2056449 0.02111849
-5.37728 -0.01336898 0.5315352 -0.2132189 0.02586783
-5.757717 0.08189655 0.4434666 0.008784939 0.02581333
-5.911764 -0.1712707 0.3588167 -0.08524209 -0.02840981
-6.10301 -0.04615385 0.5113183 -0.08650211 0.06170672
-4.954867 -0.1778947 0.5168318 -0.1964826 0.2561415
-7.908504 0.03571429 0.3047941 -0.1159358 -0.01036299
-4.528208 0.04146342 0.5434621 -0.1522938 0.002936673
-5.007876 0.1049724 0.6730294 -0.1497716 0.07297034
-4.450847 -0.1513568 0.4957457 -0.1313479 0.1219957
-5.827309 -0.01204819 0.5945215 -0.06844898 0.005642301
-4.448633 0.1637255 0.5640673 -0.1595502 -0.03667563
-6.842014 -0.1537815 0.2452748 -0.5234491 -0.08220254
-5.176082 0.004260355 0.9459143 -0.4141322 -0.02650056
-6.906479 -0.1822222 0.4600445 -0.2250028 -0.02888151
-4.516913 0.004020101 0.3879955 -0.01413587 0.02111849
-6.451907 -0.1730205 0.05314411 0.004548332 -0.004070426
-4.176842 -0.06010929 0.3845319 -0.007684154 0.01699478
-4.625622 -0.06112 0.03390308 -0.04885973 0.1980416
-8.517196 0.06480305 0.4193226 -0.3583212 -0.03866412
-4.667441 -0.08660436 0.04370525 -0.1101086 0.0327464
-4.825764 0.1173184 0.3747239 -0.03590947 -0.04217265
-5.39577 0.01470588 0.3090982 0.06099048 -0.03002579
-6.067523 -0.1031008 0.5110586 -0.2510785 0.05645418
-4.823639 0.04597701 0.2093973 -0.07734748 -0.009001992
-6.565761 -0.0935294 0.09244541 -0.1206037 0.03500738
-5.769753 0.01611374 0.4930442 -0.2462292 0.006412609
